run_id,task,condition,trial,success,wall_ms,duration_api_ms,num_turns,total_cost_usd,input_tokens,output_tokens,cache_read,cache_creation,result_length,stop_reason,total_tool_calls,standard_calls,lsp_calls,mcp_calls,lsp_ratio,mcp_ratio,first_tool,tool_sequence
20260317_194106,t5_type_system,LSP_GUIDED,5,true,125201,102481,9,0.247819,109,6228,110649,32234,12228,end_turn,8,5,2,0,0.25,0.0,Bash,Bash;ToolSearch;Glob;Glob;LSP;LSP;Read;Read
20260317_194106,t5_type_system,LSP,1,true,132427,110694,11,0.27774,10,5197,220251,35648,11811,end_turn,10,10,0,0,0.0,0.0,Bash,Bash;Read;Glob;Glob;Glob;Read;Grep;Grep;Read;Grep
20260317_194106,t5_type_system,LSP,2,true,148636,126520,9,0.301722,9,8035,182099,33744,12159,end_turn,7,7,0,0,0.0,0.0,Read,Read;Glob;Glob;Glob;Read;Grep;Grep
20260317_194106,t5_type_system,LSP,3,true,110031,88317,8,0.214437,7,5005,87296,30174,13763,end_turn,6,6,0,0,0.0,0.0,Glob,Glob;Glob;Glob;Glob;Read;Read
20260317_194106,t5_type_system,LSP,4,true,154227,132590,13,0.309752,11,8092,291208,26927,13204,end_turn,11,11,0,0,0.0,0.0,Read,Read;Glob;Glob;Glob;Read;Read;Grep;Grep;Grep;Grep;Grep
20260317_194106,t5_type_system,LSP,5,true,126527,104762,3,0.284782,7,3557,47550,14242,9183,end_turn,1,0,0,0,0.0,0.0,Agent,Agent
20260317_194106,t5_type_system,TG_GUIDED,1,true,156115,119960,19,0.29124,15,6944,255449,29440,13873,end_turn,18,16,0,2,0.0,0.111,Bash,Bash;mcp__type-guessr__search_methods;Glob;Glob;Glob;Read;Glob;mcp__type-guessr__search_methods;Glob;Read;Glob;Glob;Glob;Grep;Grep;Grep;Grep;Grep
20260317_194106,t5_type_system,TG_GUIDED,2,true,160920,127925,17,0.282198,1670,7100,209274,28775,12951,end_turn,15,13,0,2,0.0,0.133,mcp__type-guessr__search_methods,mcp__type-guessr__search_methods;Glob;Glob;Glob;Read;Glob;mcp__type-guessr__search_methods;Glob;Read;Read;Read;Grep;Grep;Grep;Read
20260317_194106,t5_type_system,TG_GUIDED,3,true,164927,129154,18,0.28478,14,7472,230002,27642,12805,end_turn,17,15,0,2,0.0,0.118,Bash,Bash;mcp__type-guessr__search_methods;Glob;Glob;Glob;Read;Glob;mcp__type-guessr__search_methods;Glob;Read;Glob;Glob;Glob;Grep;Grep;Grep;Grep
20260317_194106,t5_type_system,TG_GUIDED,4,true,137715,105500,14,0.213833,12,5584,175581,20630,11309,end_turn,13,11,0,2,0.0,0.154,Bash,Bash;mcp__type-guessr__search_methods;Glob;Glob;Glob;Read;Glob;mcp__type-guessr__search_methods;Glob;Read;Grep;Grep;Grep
20260317_194106,t5_type_system,TG_GUIDED,5,true,121444,85238,15,0.218265,1668,4916,139094,26078,10582,end_turn,13,11,0,2,0.0,0.154,mcp__type-guessr__search_methods,mcp__type-guessr__search_methods;Glob;Glob;Grep;Read;Glob;mcp__type-guessr__search_methods;Glob;Read;Read;Grep;Grep;Read
20260317_194106,t5_type_system,TG_NATURAL,1,true,135201,101898,16,0.271347,1670,5801,202165,31646,12835,end_turn,14,13,0,1,0.0,0.071,Glob,Glob;Glob;Glob;Read;Glob;mcp__type-guessr__search_methods;Glob;Read;Read;Read;Grep;Grep;Read;Read
20260317_194106,t5_type_system,TG_NATURAL,2,true,152310,118826,11,0.188004,9,5126,72529,23821,13214,end_turn,9,8,0,1,0.0,0.111,mcp__type-guessr__search_methods,mcp__type-guessr__search_methods;Glob;Glob;Glob;Read;Glob;Glob;Read;Read
20260317_194106,t5_type_system,TG_NATURAL,3,true,146734,113642,11,0.220266,10,5618,133746,25558,13330,end_turn,9,9,0,0,0.0,0.0,Glob,Glob;Glob;Glob;Read;Read;Read;Read;Grep;Grep
20260317_194106,t5_type_system,TG_NATURAL,4,true,132432,98988,13,0.222511,11,5329,156592,25484,12114,end_turn,11,11,0,0,0.0,0.0,Glob,Glob;Glob;Glob;Read;Glob;Read;Read;Read;Read;Grep;Grep
20260317_194106,t5_type_system,TG_NATURAL,5,true,152658,118693,15,0.262079,12,6115,171051,31734,13892,end_turn,13,13,0,0,0.0,0.0,Glob,Glob;Glob;Read;Glob;Glob;Glob;Read;Glob;Grep;Grep;Read;Grep;Grep
20260317_194106,t6_code_index,BASE,1,true,134185,112930,25,0.281368,13,6407,222402,31601,13253,end_turn,23,23,0,0,0.0,0.0,Grep,Grep;Glob;Read;Grep;Read;Read;Read;Read;Read;Read;Read;Read;Read;Read;Read;Read;Read;Read;Read;Read;Read;Read;Read
20260317_194106,t6_code_index,BASE,2,true,242145,220709,29,0.387144,15,10277,312841,37091,15104,end_turn,28,28,0,0,0.0,0.0,Bash,Bash;Grep;Glob;Glob;Grep;Read;Read;Read;Read;Read;Read;Read;Read;Read;Read;Read;Read;Read;Read;Read;Read;Read;Read;Read;Read;Read;Read;Read
20260317_194106,t6_code_index,BASE,3,true,124116,102936,19,0.376685,12,6082,262570,55106,14237,end_turn,17,17,0,0,0.0,0.0,Glob,Glob;Grep;Grep;Grep;Read;Glob;Read;Read;Read;Read;Read;Read;Read;Read;Read;Read;Grep
20260317_194106,t6_code_index,BASE,4,true,264197,242700,47,0.438638,21,8789,497940,41962,12969,end_turn,45,45,0,0,0.0,0.0,Grep,Grep;Glob;Glob;Grep;Grep;Grep;Grep;Read;Grep;Grep;Grep;Grep;Grep;Grep;Grep;Grep;Grep;Grep;Grep;Read;Read;Read;Read;Read;Read;Read;Read;Read;Read;Read;Read;Read;Read;Read;Read;Read;Read;Read;Read;Read;Read;Read;Read;Read;Grep
20260317_194106,t6_code_index,BASE,5,true,174889,153045,22,0.324954,13,5774,307913,38915,12209,end_turn,20,20,0,0,0.0,0.0,Grep,Grep;Glob;Glob;Grep;Read;Read;Read;Read;Read;Read;Read;Read;Read;Read;Read;Read;Read;Read;Read;Read
20260317_194106,t6_code_index,LSP_GUIDED,1,true,182764,161247,17,0.470461,8,8952,57336,85055,13133,end_turn,16,15,0,0,0.0,0.0,Bash,Bash;ToolSearch;Grep;Glob;Read;Read;Read;Read;Read;Read;Read;Read;Read;Read;Read;Read
20260317_194106,t6_code_index,LSP_GUIDED,2,true,146473,125325,17,0.279538,11,7465,157432,32080,12870,end_turn,16,15,0,0,0.0,0.0,Bash,Bash;ToolSearch;Grep;Glob;Grep;Glob;Read;Read;Read;Read;Read;Read;Grep;Read;Read;Read
20260317_194106,t6_code_index,LSP_GUIDED,3,true,128560,107072,14,0.281986,11,7233,153682,33961,11762,end_turn,13,12,0,0,0.0,0.0,Bash,Bash;ToolSearch;Grep;Grep;Glob;Grep;Read;Read;Read;Read;Read;Read;Read
20260317_194106,t6_code_index,LSP_GUIDED,4,true,127754,106225,18,0.413963,11,6124,217167,68512,13907,end_turn,17,16,0,0,0.0,0.0,Bash,Bash;ToolSearch;Grep;Grep;Bash;Read;Read;Read;Read;Read;Read;Read;Read;Read;Read;Grep;Grep
20260317_194106,t6_code_index,LSP_GUIDED,5,true,149250,127923,18,0.462705,9,7946,77909,85364,13072,end_turn,16,15,0,0,0.0,0.0,ToolSearch,ToolSearch;Grep;Grep;Grep;Read;Read;Read;Read;Read;Read;Read;Read;Read;Read;Read;Read
20260317_194106,t6_code_index,LSP,1,true,101235,79594,16,0.35953,8,4734,190241,61713,10593,end_turn,14,14,0,0,0.0,0.0,Grep,Grep;Glob;Read;Read;Read;Read;Read;Read;Read;Read;Read;Grep;Grep;Grep
20260317_194106,t6_code_index,LSP,2,true,131545,110090,17,0.407544,7,7088,97548,72517,11627,end_turn,15,15,0,0,0.0,0.0,Grep,Grep;Glob;Read;Grep;Grep;Read;Read;Read;Read;Read;Read;Read;Read;Read;Read
20260317_194106,t6_code_index,LSP,3,true,131634,110243,15,0.440671,6,7574,56968,82654,13668,end_turn,14,14,0,0,0.0,0.0,Bash,Bash;Grep;Glob;Read;Read;Read;Read;Read;Read;Read;Read;Read;Read;Read
20260317_194106,t6_code_index,LSP,4,true,171301,149533,18,0.436168,10,7044,251381,68017,17553,end_turn,16,16,0,0,0.0,0.0,Grep,Grep;Glob;Read;Grep;Read;Read;Read;Read;Read;Read;Read;Read;Read;Read;Grep;Grep
20260317_194106,t6_code_index,LSP,5,true,114085,92796,16,0.387422,9,5184,208990,65850,12865,end_turn,15,15,0,0,0.0,0.0,Bash,Bash;Grep;Glob;Read;Grep;Read;Read;Read;Read;Read;Read;Read;Read;Read;Read
20260317_194106,t6_code_index,TG_GUIDED,1,true,179507,147684,29,0.468883,16,8992,468370,51585,17148,end_turn,28,26,0,2,0.0,0.071,Bash,Bash;mcp__type-guessr__search_methods;Grep;Read;Glob;Read;mcp__type-guessr__get_method_sources;Read;Read;Read;Read;Read;Read;Read;Read;Read;Read;Read;Read;Read;Read;Read;Read;Read;Read;Read;Read;Read
20260317_194106,t6_code_index,TG_GUIDED,2,true,176411,144135,26,0.385586,12,6456,255330,56563,12250,end_turn,25,23,0,2,0.0,0.08,Bash,Bash;Grep;mcp__type-guessr__search_methods;Grep;mcp__type-guessr__search_methods;Read;Glob;Read;Read;Read;Read;Read;Read;Read;Read;Read;Read;Read;Read;Read;Read;Read;Read;Read;Grep
20260317_194106,t6_code_index,TG_GUIDED,3,true,145486,114091,22,0.277338,13,6957,223005,28278,11838,end_turn,21,17,0,4,0.0,0.19,Bash,Bash;Grep;mcp__type-guessr__search_methods;mcp__type-guessr__get_method_sources;Grep;mcp__type-guessr__get_method_sources;Grep;mcp__type-guessr__get_method_sources;Grep;Read;Read;Read;Read;Read;Read;Read;Read;Read;Read;Read;Read
20260317_194106,t6_code_index,TG_GUIDED,4,true,155571,124424,33,0.328288,17,7880,341100,28722,12720,end_turn,31,24,0,7,0.0,0.226,mcp__type-guessr__search_methods,mcp__type-guessr__search_methods;Grep;mcp__type-guessr__get_method_sources;mcp__type-guessr__get_method_sources;Grep;Glob;Read;mcp__type-guessr__get_method_sources;mcp__type-guessr__search_methods;Grep;Grep;mcp__type-guessr__get_method_sources;Grep;mcp__type-guessr__search_methods;Grep;Read;Read;Read;Grep;Read;Read;Read;Grep;Grep;Grep;Grep;Read;Read;Read;Read;Read
20260317_194106,t6_code_index,TG_GUIDED,5,true,226930,195378,30,0.344481,16,7203,332885,36406,13821,end_turn,29,27,0,2,0.0,0.069,Bash,Bash;mcp__type-guessr__search_methods;Grep;mcp__type-guessr__search_methods;Grep;Glob;Grep;Read;Read;Read;Read;Read;Read;Read;Read;Read;Read;Read;Read;Read;Read;Read;Read;Read;Read;Read;Read;Read;Read
20260317_194106,t6_code_index,TG_NATURAL,1,true,195968,163390,21,0.348378,11,6774,219924,48202,13025,end_turn,20,20,0,0,0.0,0.0,Bash,Bash;Grep;Glob;Glob;Grep;Read;Read;Read;Read;Read;Read;Grep;Read;Read;Read;Read;Read;Read;Read;Read
20260317_194106,t6_code_index,TG_NATURAL,2,true,172680,140099,19,0.243472,11,5722,159076,29303,12938,end_turn,17,16,0,1,0.0,0.059,Grep,Grep;mcp__type-guessr__search_methods;Glob;Grep;Grep;Read;Read;Read;Read;Read;Read;Read;Read;Read;Read;Read;Read
20260317_194106,t6_code_index,TG_NATURAL,3,true,135622,103964,15,0.333301,8,6377,113510,54285,17041,end_turn,13,13,0,0,0.0,0.0,Grep,Grep;Glob;Read;Read;Read;Read;Read;Read;Read;Read;Read;Read;Read
20260317_194106,t6_code_index,TG_NATURAL,4,true,172730,140735,27,0.394987,16,7705,344462,46940,15950,end_turn,26,25,0,1,0.0,0.038,Bash,Bash;Grep;mcp__type-guessr__search_methods;Glob;Grep;Grep;Read;Read;Read;Read;Read;Read;Read;Read;Read;Read;Read;Read;Read;Read;Read;Read;Read;Read;Read;Read
20260317_194106,t6_code_index,TG_NATURAL,5,true,129048,97634,18,0.363457,11,5071,227552,58425,11735,end_turn,16,16,0,0,0.0,0.0,Grep,Grep;Glob;Read;Grep;Grep;Grep;Read;Read;Read;Read;Read;Read;Read;Read;Read;Grep
20260317_194106,t7_union_method_bug,BASE,1,true,313926,291911,22,0.605612,11208,12168,490313,64633,6215,end_turn,20,20,0,0,0.0,0.0,Read,Read;Bash;Bash;Bash;Bash;Read;Read;Read;Read;Grep;Read;Bash;Glob;Read;Read;Grep;Grep;Grep;Grep;Read
20260317_194106,t7_union_method_bug,BASE,2,true,463611,441557,33,1.147508,6767,25637,1332883,91410,8161,end_turn,32,32,0,0,0.0,0.0,Bash,Bash;Read;Glob;Glob;Read;Read;Read;Read;Read;Grep;Read;Read;Read;Read;Glob;Glob;Grep;Read;Grep;Bash;Read;Read;Grep;Grep;Grep;Read;Read;Glob;Glob;Read;Read;Read
20260317_194106,t7_union_method_bug,BASE,3,true,160202,138400,18,0.460902,13,7489,396535,61218,6885,end_turn,16,16,0,0,0.0,0.0,Read,Read;Bash;Bash;Bash;Read;Read;Read;Read;Read;Read;Bash;Bash;Read;Read;Bash;Read
20260317_194106,t7_union_method_bug,BASE,4,true,490591,465152,31,1.036668,24,24266,1215521,82120,7461,end_turn,29,29,0,0,0.0,0.0,Read,Read;Glob;Bash;Read;Read;Read;Read;Read;Read;Read;Bash;Bash;Bash;Bash;Bash;Bash;Bash;Bash;Bash;Read;Bash;Bash;Bash;Bash;Bash;Bash;Bash;Bash;Bash
20260317_194106,t7_union_method_bug,BASE,5,true,191239,169746,17,0.396923,6755,8458,325914,40537,5782,end_turn,15,15,0,0,0.0,0.0,Read,Read;Glob;Glob;Read;Read;Read;Glob;Read;Read;Read;Glob;Grep;Grep;Grep;Grep
20260317_194106,t7_union_method_bug,LSP_GUIDED,1,true,433587,411888,14,0.690203,11,21885,270028,74903,8383,end_turn,13,12,0,0,0.0,0.0,Bash,Bash;ToolSearch;Bash;Read;Read;Read;Read;Read;Read;Glob;Read;Read;Grep
20260317_194106,t7_union_method_bug,LSP_GUIDED,2,true,297214,275560,20,0.670694,16,15186,619688,68520,5752,end_turn,19,18,0,0,0.0,0.0,Bash,Bash;ToolSearch;Glob;Read;Read;Read;Read;Read;Read;Grep;Grep;Glob;Grep;Glob;Grep;Read;Read;Grep;Read
20260317_194106,t7_union_method_bug,LSP_GUIDED,3,true,347080,325125,21,0.73593,18,17808,713982,67883,5429,end_turn,20,19,0,0,0.0,0.0,Bash,Bash;ToolSearch;Glob;Read;Read;Read;Glob;Read;Grep;Read;Grep;Grep;Bash;Bash;Bash;Bash;Bash;Read;Read;Read
20260317_194106,t7_union_method_bug,LSP_GUIDED,4,true,272768,251138,14,0.460372,11,11539,243750,57101,6691,end_turn,13,12,0,0,0.0,0.0,Bash,Bash;ToolSearch;Bash;Read;Read;Read;Read;Grep;Read;Read;Bash;Bash;Read
20260317_194106,t7_union_method_bug,LSP_GUIDED,5,true,344308,322525,18,0.633852,15,15032,540951,65611,6245,end_turn,17,16,0,0,0.0,0.0,Bash,Bash;ToolSearch;Glob;Read;Read;Read;Read;Read;Read;Grep;Glob;Grep;Grep;Grep;Glob;Glob;Grep
20260317_194106,t7_union_method_bug,LSP,1,true,116460,94744,3,0.26107,7,1843,47674,12498,4045,end_turn,1,0,0,0,0.0,0.0,Agent,Agent
20260317_194106,t7_union_method_bug,LSP,2,true,243634,222102,19,0.502938,13,10446,470491,54683,5466,end_turn,17,17,0,0,0.0,0.0,Bash,Bash;Read;Read;Read;Read;Read;Grep;Grep;Grep;Grep;Bash;Bash;Bash;Bash;Bash;Bash;Read
20260317_194106,t7_union_method_bug,LSP,3,true,209772,188238,3,0.289783,7,1805,47669,12858,3842,end_turn,1,0,0,0,0.0,0.0,Agent,Agent
20260317_194106,t7_union_method_bug,LSP,4,true,182123,160333,3,0.274966,7,1792,42460,9873,3716,end_turn,1,0,0,0,0.0,0.0,Agent,Agent
20260317_194106,t7_union_method_bug,LSP,5,true,191115,169385,3,0.299155,7,1885,47669,11971,4174,end_turn,1,0,0,0,0.0,0.0,Agent,Agent
20260317_194106,t7_union_method_bug,TG_GUIDED,1,true,650592,617639,42,1.372853,38,33550,1909247,79124,5815,end_turn,40,35,0,5,0.0,0.125,Read,Read;mcp__type-guessr__search_methods;Glob;Read;Read;Read;Read;Read;Glob;Glob;Read;Glob;Glob;Bash;Bash;Bash;Grep;Grep;Read;Grep;mcp__type-guessr__get_method_sources;mcp__type-guessr__search_methods;Grep;Read;Bash;Read;mcp__type-guessr__get_method_sources;mcp__type-guessr__get_method_sources;Bash;Bash;Grep;Read;Grep;Grep;Grep;Read;Bash;Bash;Bash;Bash
20260317_194106,t7_union_method_bug,TG_GUIDED,2,true,633915,599628,50,1.109924,41,31123,1428862,57146,6580,end_turn,49,25,0,24,0.0,0.49,Bash,Bash;Read;mcp__type-guessr__search_methods;Glob;mcp__type-guessr__search_methods;Read;mcp__type-guessr__search_methods;mcp__type-guessr__get_method_sources;mcp__type-guessr__search_methods;mcp__type-guessr__get_method_sources;mcp__type-guessr__get_method_sources;mcp__type-guessr__search_methods;mcp__type-guessr__get_method_sources;Grep;mcp__type-guessr__get_method_sources;mcp__type-guessr__search_methods;mcp__type-guessr__get_method_sources;mcp__type-guessr__get_method_sources;Grep;Read;Grep;Grep;Glob;Grep;Grep;Grep;Read;mcp__type-guessr__search_methods;Grep;mcp__type-guessr__get_method_sources;Bash;Grep;Grep;Bash;Bash;mcp__type-guessr__get_method_sources;mcp__type-guessr__search_methods;mcp__type-guessr__get_method_sources;mcp__type-guessr__search_methods;mcp__type-guessr__get_method_sources;Grep;Read;mcp__type-guessr__search_methods;mcp__type-guessr__get_method_sources;mcp__type-guessr__get_method_sources;mcp__type-guessr__get_method_sources;Grep;Glob;Grep
20260317_194106,t7_union_method_bug,TG_GUIDED,3,true,277338,244579,31,0.494954,26,11929,604023,35929,4881,end_turn,30,12,0,18,0.0,0.6,Bash,Bash;Read;mcp__type-guessr__search_methods;Glob;Read;mcp__type-guessr__get_method_sources;mcp__type-guessr__search_methods;mcp__type-guessr__search_methods;mcp__type-guessr__search_methods;mcp__type-guessr__search_methods;mcp__type-guessr__search_methods;Grep;mcp__type-guessr__get_method_sources;mcp__type-guessr__search_methods;mcp__type-guessr__get_method_sources;mcp__type-guessr__get_method_sources;mcp__type-guessr__search_methods;Glob;Grep;Grep;Glob;Grep;mcp__type-guessr__get_method_sources;mcp__type-guessr__search_methods;mcp__type-guessr__get_method_sources;mcp__type-guessr__search_methods;mcp__type-guessr__get_method_sources;mcp__type-guessr__get_method_sources;Read;Read
20260317_194106,t7_union_method_bug,TG_GUIDED,4,true,584904,552331,38,1.456855,6776,26839,2309200,90982,9362,end_turn,37,37,0,0,0.0,0.0,Bash,Bash;Read;Glob;Glob;Read;Read;Read;Read;Read;Read;Read;Grep;Read;Grep;Bash;Bash;Read;Bash;Read;Bash;Read;Bash;Read;Bash;Bash;Bash;Read;Bash;Glob;Bash;Bash;Read;Bash;Bash;Read;Bash;Read
20260317_194106,t7_union_method_bug,TG_GUIDED,5,true,416681,376196,30,0.687942,23,18337,733135,51434,6143,end_turn,29,20,0,9,0.0,0.31,Bash,Bash;Read;mcp__type-guessr__search_methods;mcp__type-guessr__search_methods;mcp__type-guessr__search_methods;mcp__type-guessr__get_method_sources;mcp__type-guessr__search_methods;mcp__type-guessr__search_methods;Glob;Read;Read;Read;Read;Glob;Grep;Grep;Grep;Grep;Read;mcp__type-guessr__search_methods;mcp__type-guessr__get_method_sources;Read;Grep;Grep;Read;mcp__type-guessr__get_method_sources;Read;Read;Read
20260317_194106,t7_union_method_bug,TG_NATURAL,1,true,336676,304480,21,0.637481,14,15853,445147,70960,7201,end_turn,19,19,0,0,0.0,0.0,Read,Read;Glob;Glob;Read;Read;Read;Read;Read;Glob;Read;Grep;Read;Grep;Read;Read;Glob;Bash;Read;Read
20260317_194106,t7_union_method_bug,TG_NATURAL,2,true,752800,720673,31,1.524379,23,42111,1474635,120068,7021,end_turn,29,29,0,0,0.0,0.0,Read,Read;Glob;Glob;Glob;Read;Read;Read;Read;Read;Read;Grep;Grep;Read;Read;Read;Grep;Grep;Grep;Read;Glob;Read;Bash;Bash;Read;Read;Read;Read;Grep;Read
20260317_194106,t7_union_method_bug,TG_NATURAL,3,true,274661,242883,19,0.565419,12,13179,371960,68296,7132,end_turn,17,17,0,0,0.0,0.0,Read,Read;Glob;Glob;Glob;Read;Read;Read;Read;Read;Grep;Read;Grep;Grep;Glob;Bash;Read;Read
20260317_194106,t7_union_method_bug,TG_NATURAL,4,true,427687,396139,26,0.896499,17441,19019,790219,85820,8336,end_turn,24,24,0,0,0.0,0.0,Read,Read;Glob;Glob;Read;Read;Read;Read;Read;Read;Read;Glob;Read;Grep;Grep;Grep;Grep;Read;Read;Bash;Read;Glob;Glob;Read;Read
20260317_194106,t7_union_method_bug,TG_NATURAL,5,true,659540,624137,51,1.471226,551,34724,2202302,76806,7305,end_turn,49,49,0,0,0.0,0.0,Read,Read;Glob;Bash;Bash;Bash;Read;Read;Bash;Read;Grep;Bash;Grep;Grep;Read;Read;Read;Bash;Grep;Read;Bash;Grep;Read;Read;Bash;Grep;Grep;Read;Read;Grep;Read;Grep;Grep;Read;Bash;Grep;Grep;Bash;Bash;Grep;Bash;Bash;Bash;Read;Grep;Read;Bash;Grep;Read;Read
